,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,QuotedBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
477,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14845,2021-09-13,SCC_4890,3,,J,North Pumpback,NET 30,(602) 247-4370,,Formula for Total??,SCC_14845, ,Currier Construction - 14845,Quote,2022-01-11,478,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
478,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14846,2021-09-15,SCC_4973,3,,Kim Rivera,Electrical equipment canopy,NET 30,602-437-3015,602-437-8163,Formula for Total??,SCC_14846, ,Keller Electrical Ind - 14846,Quote,2022-01-13,479,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-02-22,DESERT
479,GrayWolf Industrial,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_14847,2021-09-15,SCC_4932,3,,David Melberg,,NET 30,602-452-4426,,Formula for Total??,SCC_14847, ,GrayWolf Industrial - 14847,Quote,2022-01-13,480,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-04-20,DESERT
480,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14848,2021-09-15,SCC_4890,3,,J,Pump station 94,NET 30,(602) 247-4370,,Formula for Total??,SCC_14848, ,Currier Construction - 14848,Quote,2022-01-13,481,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-01-12,DESERT
481,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14849,2021-09-16,SCC_4900,3,,,RFQ 21-753,NET 30,602-252-5754,,Formula for Total??,SCC_14849, ,CAPITOL ENGINEERING CO - 14849,Quote,2022-01-14,482,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
482,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14850,2021-09-20,SCC_4900,3,,,Pipe Stands,NET 30,602-252-5754,,Formula for Total??,SCC_14850, ,CAPITOL ENGINEERING CO - 14850,Quote,2022-01-18,483,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
483,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14851,2021-09-21,SCC_4900,3,,,MIAMI CONCENTRATE STORAGE,NET 30,602-252-5754,,Formula for Total??,SCC_14851, ,CAPITOL ENGINEERING CO - 14851,Quote,2022-01-19,484,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
484,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14852,2021-09-21,SCC_4900,3,,,,NET 30,602-252-5754,,Formula for Total??,SCC_14852, ,CAPITOL ENGINEERING CO - 14852,Quote,2022-01-19,485,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
485,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_14853,2021-09-22,SCC_4969,3,,Ben Santana,,NET 30,,,Formula for Total??,SCC_14853, ,S Diamond Steel - 14853,Quote,2022-01-20,486,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
486,Magnum Engineering Inc.,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14854,2021-09-23,SCC_4949,3,,Karen,Mayo clinic,NET 30,602-272-3600,,Formula for Total??,SCC_14854, ,Magnum Engineering Inc. - 14854,Quote,2022-01-21,487,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
487,Phoenix Stair,6029 W Washington St,,Phoenix,AZ,85043,SCC_14855,2021-09-27,SCC_4999,9796,,RC Coles,Armen Sarafin Bldg #102-21,,602-233-2300,,Formula for Total??,SCC_14855, ,Phoenix Stair - 14855,Quote,2022-01-25,488,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
488,Simflo Pump,754 E Maley St,,Willcox,AZ,85643,SCC_14856,2021-09-28,SCC_4962,3,po # 180207,Virginia Parish,,NET 30,806-747-3411,,Formula for Total??,SCC_14856, ,Simflo Pump - 14856,Quote,2022-01-26,489,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-09-28,DESERT
489,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14857,2021-10-05,SCC_4890,3,,J,Top Edge of Biofilter,NET 30,(602) 247-4370,,Formula for Total??,SCC_14857, ,Currier Construction - 14857,Quote,2022-02-02,490,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-11,DESERT
490,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14858,2021-10-05,SCC_4973,3,,Kim Rivera,INKED CARTS,NET 30,602-437-3015,602-437-8163,Formula for Total??,SCC_14858, ,Keller Electrical Ind - 14858,Quote,2022-02-02,491,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-02-22,DESERT
491,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14859,2021-10-06,SCC_4900,3,,,Jervois mining ico project,NET 30,602-252-5754,,Formula for Total??,SCC_14859, ,CAPITOL ENGINEERING CO - 14859,Quote,2022-02-03,492,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
492,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14860,2021-10-06,SCC_4973,3,,Kim Rivera,Shade canopy lift station 64,NET 30,602-437-3015,602-437-8163,Formula for Total??,SCC_14860, ,Keller Electrical Ind - 14860,Quote,2022-02-03,493,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-02-22,DESERT
493,Magnum Engineering Inc.,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14861,2021-10-07,SCC_4949,3,,Karen,stair # 4 ASU,NET 30,602-272-3600,,Formula for Total??,SCC_14861, ,Magnum Engineering Inc. - 14861,Quote,2022-02-04,494,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-09,DESERT
494,Red point Contracting,39506,,phoenix,AZ,85086,SCC_14863,2021-10-08,SCC_5019,3,,,831-Lucid-Phase 2 casa Grande,,602-792-0013,,Formula for Total??,SCC_14863, ,Red point Contracting - 14863,Quote,2022-02-05,495,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-08,DESERT
495,MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_14864,2021-10-11,SCC_4898,3,,Connie Huston,Freeport slide Gate platform,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_14864, ,MILLING MACHINE (MMI) - 14864,Quote,2022-02-08,496,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
496,"Construction Product  Marketing, LLC","3815 E. Grove Street, Unit 4",,Phoenix,AZ,85040,SCC_14865,2021-10-12,SCC_5001,3,,,Val vista WTP TS3,DUE ON RECEI,602-499-3584,,Formula for Total??,SCC_14865, ,"Construction Product  Marketing, LLC - 14865",Quote,2022-02-09,497,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-18,DESERT
497,Simflo Pump,754 E Maley St,,Willcox,AZ,85643,SCC_14866,2021-10-12,SCC_4962,3,,Virginia Parish,PO # 180264,NET 30,806-747-3411,,Formula for Total??,SCC_14866, ,Simflo Pump - 14866,Quote,2022-02-09,498,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
498,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14867,2021-10-12,SCC_4900,3,Kinder morgan,,,NET 30,602-252-5754,,Formula for Total??,SCC_14867, ,CAPITOL ENGINEERING CO - 14867,Quote,2022-02-09,499,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
499,Tru-Stop Inc,1725 W 10th Place,,Tempe,AZ,85281,SCC_14869,2021-10-13,SCC_4939,9796,,Kent Carpenter,,NET 30,602-323-9125,602-323-9379,Formula for Total??,SCC_14869, ,Tru-Stop Inc - 14869,Quote,2022-02-10,500,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-13,DESERT
500,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14870,2021-10-13,SCC_4890,3,,J,Princess Additional wall coati,NET 30,(602) 247-4370,,Formula for Total??,SCC_14870, ,Currier Construction - 14870,Quote,2022-02-10,501,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
501,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14871,2021-10-15,SCC_4890,3,,J,CWTP Chemical line,NET 30,(602) 247-4370,,Formula for Total??,SCC_14871, ,Currier Construction - 14871,Quote,2022-02-12,502,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-20,DESERT
502,Simflo Pump,754 E Maley St,,Willcox,AZ,85643,SCC_14872,2021-10-21,SCC_4962,3,,Virginia Parish,28'' Bowl,NET 30,806-747-3411,,Formula for Total??,SCC_14872, ,Simflo Pump - 14872,Quote,2022-02-18,503,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
503,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14873,2021-10-21,SCC_4973,3,,Kim Rivera,,NET 30,602-437-3015,602-437-8163,Formula for Total??,SCC_14873, ,Keller Electrical Ind - 14873,Quote,2022-02-18,504,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-02-22,DESERT
504,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14874,2021-10-21,SCC_4973,3,,Kim Rivera,,NET 30,602-437-3015,602-437-8163,Formula for Total??,SCC_14874, ,Keller Electrical Ind - 14874,Quote,2022-02-18,505,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-02-22,DESERT
505,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14875,2021-10-21,SCC_4973,3,,Kim Rivera,,NET 30,602-437-3015,602-437-8163,Formula for Total??,SCC_14875, ,Keller Electrical Ind - 14875,Quote,2022-02-18,506,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-02-22,DESERT
506,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_14876,2021-10-21,SCC_4969,3,,Antonia,,NET 30,602-455-4310,,Formula for Total??,SCC_14876, ,S Diamond Steel - 14876,Quote,2022-02-18,507,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-21,DESERT
507,MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_14877,2021-10-22,SCC_4898,3,,Connie Huston,Hydraulic TABLE,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_14877, ,MILLING MACHINE (MMI) - 14877,Quote,2022-02-19,508,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-22,DESERT
508,Jensen Precast,2410 W Broadway Rd,,Phoenix,AZ,85041,SCC_14878,2021-10-26,SCC_5022,3,,,Princess vault floor,DUE ON RECEI,602-268-0228,,Formula for Total??,SCC_14878, ,Jensen Precast - 14878,Quote,2022-02-23,509,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-28,DESERT
509,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14879,2021-10-26,SCC_4900,3,,,Raw mill Duct upgrade,NET 30,602-252-5754,,Formula for Total??,SCC_14879, ,CAPITOL ENGINEERING CO - 14879,Quote,2022-02-23,510,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
510,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14880,2021-10-28,SCC_4890,3,,J,Princess Metering Station,NET 30,(602) 247-4370,,Formula for Total??,SCC_14880, ,Currier Construction - 14880,Quote,2022-02-25,511,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-28,DESERT
511,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14881,2021-10-29,SCC_4890,3,,J,Valle Norte lift Station,NET 30,(602) 247-4370,,Formula for Total??,SCC_14881, ,Currier Construction - 14881,Quote,2022-02-26,512,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-10-29,DESERT
512,Allied Machine Works,1468 S. 1st Avenue,,Thatcher,AZ,85552,SCC_14883,2021-11-01,SCC_5026,3,,Clyde Mitchell,,DUE ON RECEI,928-965-8393,,Formula for Total??,SCC_14883, ,Allied Machine Works - 14883,Quote,2022-03-01,513,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-30,DESERT
513,Comfort Systems USA Southwest,6875 W. Galveston St.,,Chandler,AZ,85226,SCC_14884,2021-11-03,SCC_5021,9796,,William McCue,Honeywell,,480-940-8400,480-961-7200,Formula for Total??,SCC_14884, ,Comfort Systems USA Southwest - 14884,Quote,2022-03-03,514,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
514,Hunter Contracting Co,701 N Cooper RD,,Gilbert,AZ,85233,SCC_14885,2021-11-03,SCC_5015,3,,,Glendale West clarifier,,480-356-9387,,Formula for Total??,SCC_14885, ,Hunter Contracting Co - 14885,Quote,2022-03-03,515,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-03,DESERT
515,Pioneer Equipment Inc,3738 E Miami Ave,,Phoenix,AZ,85040,SCC_14886,2021-11-03,SCC_4895,3100,,Eric,,NET 30,602-437-4312,602437-0174,Formula for Total??,SCC_14886, ,Pioneer Equipment Inc - 14886,Quote,2022-03-03,516,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-03,DESERT
516,Silent-Aire,280 E. Germann Rd.,,Gilbert,AZ,85297,SCC_14888,2021-11-08,SCC_5025,3100,,Chris Cady,Blast Frames,,480-495-9874,,Formula for Total??,SCC_14888, ,Silent-Aire - 14888,Quote,2022-03-08,517,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-01-14,DESERT
517,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14889,2021-11-09,SCC_4890,3,,J,Princess Metering station,NET 30,(602) 247-4370,,Formula for Total??,SCC_14889, ,Currier Construction - 14889,Quote,2022-03-09,518,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-09,DESERT
518,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14890,2021-11-12,SCC_4900,3,,,RFQ 21-1074,NET 30,602-252-5754,,Formula for Total??,SCC_14890, ,CAPITOL ENGINEERING CO - 14890,Quote,2022-03-12,519,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
519,MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_14891,2021-11-16,SCC_4898,3,,Connie Huston,,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_14891, ,MILLING MACHINE (MMI) - 14891,Quote,2022-03-16,520,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-16,DESERT
520,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14892,2021-11-17,SCC_4900,3,,,,NET 30,602-252-5754,,Formula for Total??,SCC_14892, ,CAPITOL ENGINEERING CO - 14892,Quote,2022-03-17,521,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
521,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14893,2021-11-17,SCC_4900,3,,,RFQ 21-1096,NET 30,602-252-5754,,Formula for Total??,SCC_14893, ,CAPITOL ENGINEERING CO - 14893,Quote,2022-03-17,522,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
522,Phoenix Tower Crane,3620 S 40th Street,,Phoenix,AZ,85040,SCC_14894,2021-11-17,SCC_4971,3100,,Robert,,NET 30,623-203-0858,602-926-8886,Formula for Total??,SCC_14894, ,Phoenix Tower Crane - 14894,Quote,2022-03-17,523,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
523,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14895,2021-11-18,SCC_4900,3,,,RFQ 21-1067,NET 30,602-252-5754,,Formula for Total??,SCC_14895, ,CAPITOL ENGINEERING CO - 14895,Quote,2022-03-18,524,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
524,CAPITOL ENGINEERING CO,742 E SOUTHERN PACIFIC DRIVE,,Phoenix,AZ,85034,SCC_14896,2021-11-19,SCC_4900,3,,,RFQ 21-964,NET 30,602-252-5754,,Formula for Total??,SCC_14896, ,CAPITOL ENGINEERING CO - 14896,Quote,2022-03-19,525,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
525,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14897,2021-11-19,SCC_4890,3,,J,Site 32 inlet pipe,NET 30,(602) 247-4370,,Formula for Total??,SCC_14897, ,Currier Construction - 14897,Quote,2022-03-19,526,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
526,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14898,2021-11-22,SCC_4890,3,,J,Site # 32 Reservoir,NET 30,(602) 247-4370,,Formula for Total??,SCC_14898, ,Currier Construction - 14898,Quote,2022-03-22,527,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
527,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_14899,2021-11-23,SCC_4900,3,,,RFQ 21-1111,NET 30,602-252-5754,,Formula for Total??,SCC_14899, ,Capitol Engineering Co. - 14899,Quote,2022-03-23,528,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
528,Keller Electrical Ind,1881 East University Drive,,Phoenix,AZ,85034,SCC_14900,2021-11-23,SCC_4973,3,,Kim Rivera,job # 223625,NET 30,602-437-3015,602-437-8163,Formula for Total??,SCC_14900, ,Keller Electrical Ind - 14900,Quote,2022-03-23,529,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-02-22,DESERT
529,Magnum Engineering Inc.,2439 S 49th Avenue,,Phoenix,AZ,85043,SCC_14901,2021-11-24,SCC_4949,3,,Karen,ASU,NET 30,602-272-3600,,Formula for Total??,SCC_14901, ,Magnum Engineering Inc. - 14901,Quote,2022-03-24,530,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-24,DESERT
530,ADVANCED METAL SALES LLC,21605 N 26th Ave,,Phoenix,AZ,85027,SCC_14902,2021-11-24,SCC_4908,3,,Richard,Palo Verde,,623-434-8343,,Formula for Total??,SCC_14902, ,ADVANCED METAL SALES LLC - 14902,Quote,2022-03-24,531,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
531,S Diamond Steel,4205 W. Lower Buckeye Rd,,Phoenix,AZ,85009,SCC_14903,2021-11-29,SCC_4969,3,,Antonia,,NET 30,602-455-4310,,Formula for Total??,SCC_14903, ,S Diamond Steel - 14903,Quote,2022-03-29,532,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-29,DESERT
532,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14904,2021-11-30,SCC_4912,3,,Caitlin Gauthier,Farmers Art,NET 30,,,Formula for Total??,SCC_14904, ,Alstate Steel - 14904,Quote,2022-03-30,533,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
533,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14905,2021-11-30,SCC_4912,3,,Caitlin Gauthier,Farmers Art,NET 30,,,Formula for Total??,SCC_14905, ,Alstate Steel - 14905,Quote,2022-03-30,534,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-11-30,DESERT
534,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14906,2021-11-30,SCC_4890,3,,J,princess,NET 30,(602) 247-4370,,Formula for Total??,SCC_14906, ,Currier Construction - 14906,Quote,2022-03-30,535,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
535,GrayWolf Industrial,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_14907,2021-12-02,SCC_4932,3,,David Melberg,APS WEST,NET 30,602-452-4426,,Formula for Total??,SCC_14907, ,GrayWolf Industrial - 14907,Quote,2022-04-01,536,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-04-20,DESERT
536,GrayWolf Industrial,"4320 E. Presidio St.
Suite #111",,Mesa,AZ,85215,SCC_14908,2021-12-02,SCC_4932,3,,David Melberg,APS WEST,NET 30,602-452-4426,,Formula for Total??,SCC_14908, ,GrayWolf Industrial - 14908,Quote,2022-04-01,537,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-04-20,DESERT
537,Pump System AZ,,,,  ,,SCC_14909,2021-12-03,SCC_4918,3,,John Lockett,PO # 180503,,480-545-8484,480-545-8787,Formula for Total??,SCC_14909, ,Pump System AZ - 14909,Quote,2022-04-02,538,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-03,DESERT
538,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14910,2021-12-03,SCC_4912,3,,Caitlin Gauthier,VMX Maintenance hangar,NET 30,,,Formula for Total??,SCC_14910, ,Alstate Steel - 14910,Quote,2022-04-02,539,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-18,DESERT
539,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14911,2021-12-06,SCC_4912,3,,Caitlin Gauthier,Carvana mainstay column,NET 30,,,Formula for Total??,SCC_14911, ,Alstate Steel - 14911,Quote,2022-04-05,540,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-07,DESERT
540,"Construction Product  Marketing, LLC","3625 E Atlanta Ave, Suite #2",,Phoenix,AZ,85040,SCC_14912,2021-12-07,SCC_5001,3,,,TS3 PUMP CAN COATING,DUE ON RECEI,602-499-3584,,Formula for Total??,SCC_14912, ,"Construction Product  Marketing, LLC - 14912",Quote,2022-04-06,541,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-07,DESERT
541,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_14913,2021-12-07,SCC_4900,3,,,RFQ 21-1153,NET 30,602-252-5754,,Formula for Total??,SCC_14913, ,Capitol Engineering Co. - 14913,Quote,2022-04-06,542,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
542,GrayLeaf Studio,34240 S Old Black Canyon Hwy,,Black Canyon City,AZ,85324,SCC_14915,2021-12-09,SCC_5028,3,,Jeff,,,480-553-3941,866-276-1177,Formula for Total??,SCC_14915, ,GrayLeaf Studio - 14915,Quote,2022-04-08,543,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-10,DESERT
543,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_14916,2021-12-14,SCC_4900,3,,,2390 tail hopper platfrom,NET 30,602-252-5754,,Formula for Total??,SCC_14916, ,Capitol Engineering Co. - 14916,Quote,2022-04-13,544,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
544,Alstate Steel,5343 Mohave Street,,Phoenix,AZ,85043,SCC_14917,2021-12-15,SCC_4912,3,,Caitlin Gauthier,253 ASU STAIR 6,NET 30,,,Formula for Total??,SCC_14917, ,Alstate Steel - 14917,Quote,2022-04-14,545,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-15,DESERT
545,Schuff Steel Company,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_14918,2021-12-17,SCC_4907,3,,A/P,3694 200 park,NET 30,602-252-7787,,Formula for Total??,SCC_14918, ,Schuff Steel Company - 14918,Quote,2022-04-16,546,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-17,DESERT
546,Schuff Steel Company,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_14919,2021-12-17,SCC_4907,3,,A/P,3737 Abby,NET 30,602-252-7787,,Formula for Total??,SCC_14919, ,Schuff Steel Company - 14919,Quote,2022-04-16,547,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2021-12-21,DESERT
547,MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_14920,2021-12-18,SCC_4898,3,,Connie Huston,Job # 21225,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_14920, ,MILLING MACHINE (MMI) - 14920,Quote,2022-04-17,548,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
548,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_14921,2021-12-20,SCC_4900,3,,,Jervois ore bin,NET 30,602-252-5754,,Formula for Total??,SCC_14921, ,Capitol Engineering Co. - 14921,Quote,2022-04-19,549,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
549,MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_14922,2021-12-21,SCC_4898,3,,Connie Huston,Acid scrubber,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_14922, ,MILLING MACHINE (MMI) - 14922,Quote,2022-04-20,550,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,,DESERT
550,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_14923,2021-12-21,SCC_4900,3,,,W6x20 Beams,NET 30,602-252-5754,,Formula for Total??,SCC_14923, ,Capitol Engineering Co. - 14923,Quote,2022-04-20,551,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
551,Currier Construction,36N 56th st,,Phoenix,AZ,85034,SCC_14924,2021-12-21,SCC_4890,3,,J,Princess Metering Station,NET 30,(602) 247-4370,,Formula for Total??,SCC_14924, ,Currier Construction - 14924,Quote,2022-04-20,552,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-01-13,DESERT
552,MILLING MACHINE (MMI),1042 S. Lewis,,Mesa,AZ,85210,SCC_14926,2021-12-30,SCC_4898,3,,Connie Huston,RE: 21 1039,NET 30,480-964-9041,480-964-9707,Formula for Total??,SCC_14926, ,MILLING MACHINE (MMI) - 14926,Quote,2022-04-29,553,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-01-05,DESERT
553,Simflo Pump,754 E Maley St,,Willcox,AZ,85643,SCC_14927,2022-01-05,SCC_4962,3,,Virginia Parish,,NET 30,806-747-3411,,Formula for Total??,SCC_14927, ,Simflo Pump - 14927,Quote,2022-05-05,554,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-01-10,DESERT
554,Schuff Steel Company,"3003 N Central Ave
Suite1500",,Phoenix,AZ,85012,SCC_14928,2022-01-07,SCC_4907,3,,A/P,Field Grillage,NET 30,602-252-7787,,Formula for Total??,SCC_14928, ,Schuff Steel Company - 14928,Quote,2022-05-07,555,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-01-07,DESERT
555,Capitol Engineering Co.,724 E Southern Pacific Dr,,Phoenix,AZ,85035,SCC_14929,2022-01-07,SCC_4900,3,,,RFQ 22-0005,NET 30,602-252-5754,,Formula for Total??,SCC_14929, ,Capitol Engineering Co. - 14929,Quote,2022-05-07,556,Y,2023-04-18 09:02:22.120,SCC_Quote.csv,2022-05-04,DESERT
