,QUOTE_TO,Addr1,Addr2,City,st,Zip,QuoteNo,DateENT,E2_Customer_Key,QuotedBy,ShipVia,ContactName,InqNum,TermsCode,Phone,FAX,Total,E2_Quote_Key,RecordTypeId,Name,StageName,CloseDate,RowNum_Of_Source_File,LoadedByPython,LoadDate,Source_File,PreviousModDate,LoadForCompany
4418,Stravitz Glass,"
",,,  ,,DCS_14880,2018-11-20,DCS_4225,3100,N/A,George B,,DUE ON RECEI,480-294-6187,,Formula for Total??,DCS_14880, ,Stravitz Glass - 14880,Quote,2019-03-20,4421,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4419,SVP Steel LLC,"
",,,  ,,DCS_14881,2018-11-20,DCS_4281,3100,N/A,Trevor Bresica,Estrella,NET 30,602-795-3353,,Formula for Total??,DCS_14881, ,SVP Steel LLC - 14881,Quote,2019-03-20,4422,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4420,The Wright Way Fabrications,"Robert Wright
The Wright Way Fabrications",The Wright Way Fabrications,,  ,,DCS_14882,2018-11-20,DCS_4349,3100,,Bobby Wright,Safety Yellow Pipe,NET 30,(602) 703-1393 Bobby,(623) 386-7500,Formula for Total??,DCS_14882, ,The Wright Way Fabrications - 14882,Quote,2019-03-20,4423,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-11-20,DESERT
4421,Denali Metal Works,"450 E. Pima Street, #2
",,Phoenix,AZ,85004,DCS_14883,2018-11-20,DCS_1073,3100,N/A,Sabrina McWilliams,,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_14883, ,Denali Metal Works - 14883,Quote,2019-03-20,4424,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-02-12,DESERT
4422,Skyline Steel Inc,"
",,,  ,,DCS_14884,2018-11-21,DCS_4066,3100,,Rex Castaneda,Iron Hill,DUE ON RECEI,480-420-2044,,Formula for Total??,DCS_14884, ,Skyline Steel Inc - 14884,Quote,2019-03-21,4425,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-11-21,DESERT
4423,Skyline Steel Inc,"
",,,  ,,DCS_14885,2018-11-21,DCS_4066,3100,,Rex Castaneda,NCC Campus,DUE ON RECEI,480-420-2044,,Formula for Total??,DCS_14885, ,Skyline Steel Inc - 14885,Quote,2019-03-21,4426,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4424,FMD Fabrication Services,"3401 E. Weir Ave
",,Phoenix,AZ,85040,DCS_14886,2018-11-21,DCS_1395,956,N/A,David Escorza,Loading Arms SCH80,DUE ON RECEI,602-368-9379,,Formula for Total??,DCS_14886, ,FMD Fabrication Services - 14886,Quote,2019-03-21,4427,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4425,Magnum Engineering Inc.,"2439 South 49th Ave
",,Phoenix,AZ,85043,DCS_14887,2018-11-21,DCS_2652,956,Magnum Truck,Paul Adams,,NET 30,(602) 272-3600,(602) 272-6980,Formula for Total??,DCS_14887, ,Magnum Engineering Inc. - 14887,Quote,2019-03-21,4428,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4426,Southwest Metalsmiths,"5026 E Beverly Road
",,Phoenix,AZ,85044,DCS_14888,2018-11-21,DCS_4110,956,N/A,Erika Scott,UofA RAL 7030,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_14888, ,Southwest Metalsmiths - 14888,Quote,2019-03-21,4429,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4427,Blue Water Furnishings,"15223 N. 4th St.
",,Phoenix,AZ,85022,DCS_14889,2018-11-27,DCS_524,3100,,Justin,Wire Mesh Panels,DUE ON RECEI,602-509-4590,,Formula for Total??,DCS_14889, ,Blue Water Furnishings - 14889,Quote,2019-03-27,4430,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-11-27,DESERT
4428,"Phoenix Pumps, Inc.","5100 S. 36th Street
",,,  ,,DCS_14890,2018-11-27,DCS_3386,956,N/A,Sam Urso,0135082,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_14890, ,"Phoenix Pumps, Inc. - 14890",Quote,2019-03-27,4431,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4429,"Phoenix Pumps, Inc.","5100 S. 36th Street
",,,  ,,DCS_14891,2018-11-27,DCS_3386,956,N/A,Sam Urso,0135448,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_14891, ,"Phoenix Pumps, Inc. - 14891",Quote,2019-03-27,4432,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4430,Pure Plastics,"3047 N. 31st Ave.
",,Phoenix,AZ,85017,DCS_14892,2018-11-27,DCS_3473,956,N/A,Kim Richards,,NET 30,602-278-9314,,Formula for Total??,DCS_14892, ,Pure Plastics - 14892,Quote,2019-03-27,4433,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4431,Denali Metal Works,"450 E. Pima Street, #2
",,Phoenix,AZ,85004,DCS_14893,2018-11-27,DCS_1073,3100,N/A,Sabrina McWilliams,,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_14893, ,Denali Metal Works - 14893,Quote,2019-03-27,4434,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-02-12,DESERT
4432,Smith Craft Signs,"
",,,  ,,DCS_14894,2018-11-28,DCS_4071,3100,N/A,Patrick Tennant,Entry Feature,NET 30,(602) 268-1349,(602) 268-1369,Formula for Total??,DCS_14894, ,Smith Craft Signs - 14894,Quote,2019-03-28,4435,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4433,Smith Craft Signs,"
",,,  ,,DCS_14895,2018-11-28,DCS_4071,3100,N/A,Patrick Tennant,Median Feature,NET 30,(602) 268-1349,(602) 268-1369,Formula for Total??,DCS_14895, ,Smith Craft Signs - 14895,Quote,2019-03-28,4436,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4434,"Fabrication Distributor, Inc.","Fabrication Distributor, Inc.
6316 S. Taxi Way Circle",6316 S. Taxi Way Circle,Mesa,AZ,85212,DCS_14896,2018-11-28,DCS_1339,3100,N/A,Diandra Laney,FDI-8741,NET 30,480-988-2477,480-988-2491,Formula for Total??,DCS_14896, ,"Fabrication Distributor, Inc. - 14896",Quote,2019-03-28,4437,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4435,Oil & Gas Process Solutions,"3342 East Weir Avenue
",,Phoenix,AZ,85040,DCS_14897,2018-11-28,DCS_3183,956,N/A,Charles Eastridge,100-002657,NET 30,602.368.2010,602.926.0286,Formula for Total??,DCS_14897, ,Oil & Gas Process Solutions - 14897,Quote,2019-03-28,4438,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-11-29,DESERT
4436,Geobrug (North America ),"
",,,  ,,DCS_14898,2018-11-28,DCS_1505,956,N/A,David Murray,Hwy 33 Ojai,NET 30,(505) 771-4080,,Formula for Total??,DCS_14898, ,Geobrug (North America ) - 14898,Quote,2019-03-28,4439,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-23,DESERT
4437,Trademark Visual,"3732 E. University Dr.
",,Phoenix,AZ,85034,DCS_14899,2018-11-28,DCS_4468,3100,N/A,,Sign,NET 30,602-272-5055,602-272-5011,Formula for Total??,DCS_14899, ,Trademark Visual - 14899,Quote,2019-03-28,4440,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-01-12,DESERT
4438,Tru-Stop Inc,"1725 West 10th Place
",,Tempe,AZ,85281,DCS_14900,2018-11-29,DCS_4497,956,N/A,Yuanhong Dai,,NET 30,(602) 323-9125,(602) 323-9379,Formula for Total??,DCS_14900, ,Tru-Stop Inc - 14900,Quote,2019-03-29,4441,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4439,"FMD Fabrication Services, LLC","3401 E. Weir Ave
",,Phoenix,AZ,85040,DCS_14901,2018-11-30,DCS_1395,956,N/A,David Escorza,,NET 30,602-368-9379,,Formula for Total??,DCS_14901, ,"FMD Fabrication Services, LLC - 14901",Quote,2019-03-30,4442,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-10,DESERT
4440,"Fabrication Distributor, Inc.","Fabrication Distributor, Inc.
6316 S. Taxi Way Circle",6316 S. Taxi Way Circle,Mesa,AZ,85212,DCS_14902,2018-11-30,DCS_1339,3100,N/A,Diandra Laney,Cart Base,NET 30,480-988-2477,480-988-2491,Formula for Total??,DCS_14902, ,"Fabrication Distributor, Inc. - 14902",Quote,2019-03-30,4443,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4441,"Fabrication Distributor, Inc.","Fabrication Distributor, Inc.
6316 S. Taxi Way Circle",6316 S. Taxi Way Circle,Mesa,AZ,85212,DCS_14903,2018-11-30,DCS_1339,3100,N/A,Diandra Laney,Cart Index Plate,NET 30,480-988-2477,480-988-2491,Formula for Total??,DCS_14903, ,"Fabrication Distributor, Inc. - 14903",Quote,2019-03-30,4444,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-11-30,DESERT
4442,E2 Innovations,"4001 N. 28th Ave.
",,Phoenix,AZ,85017,DCS_14904,2018-12-03,DCS_1190,956,N/A,Alex,Reno,NET 30,602-212-9515,602-212-9512,Formula for Total??,DCS_14904, ,E2 Innovations - 14904,Quote,2019-04-02,4445,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-03,DESERT
4443,Walk In,"
",,Walk,IN,,DCS_14905,2018-12-04,DCS_4615,3100,,Trisha Morrison,Security Door Bronze,,602-919-9783,,Formula for Total??,DCS_14905, ,Walk In - 14905,Quote,2019-04-03,4446,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-04,DESERT
4444,Denali Metal Works,"450 E. Pima Street, #2
",,Phoenix,AZ,85004,DCS_14906,2018-12-04,DCS_1073,3100,N/A,Sabrina McWilliams,,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_14906, ,Denali Metal Works - 14906,Quote,2019-04-03,4447,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-02-12,DESERT
4445,Trademark Visual,"3732 E. University Dr.
",,Phoenix,AZ,85034,DCS_14907,2018-12-04,DCS_4468,3100,N/A,,PO 21636,NET 30,602-272-5055,602-272-5011,Formula for Total??,DCS_14907, ,Trademark Visual - 14907,Quote,2019-04-03,4448,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-01-12,DESERT
4446,Southwest Metalsmiths,"5026 E Beverly Road
",,Phoenix,AZ,85044,DCS_14908,2018-12-04,DCS_4110,3100,N/A,Randy Hancock,,NET 30,(602) 759-8245,(602) 438-8579,Formula for Total??,DCS_14908, ,Southwest Metalsmiths - 14908,Quote,2019-04-03,4449,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4447,ABB,"890 N. Industrial Park Ave
",,Nogales,AZ,85621,DCS_14909,2018-12-04,DCS_5100,956,,Miguel Angel Nunez,,DUE ON RECEI,+52-631-311-6485,,Formula for Total??,DCS_14909, ,ABB - 14909,Quote,2019-04-03,4450,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4448,"Ultimate Shade Alternatives, I","Accouts Payable
Ultimate Shade",Ultimate Shade,Phoenix,AZ,85283,DCS_14910,2018-12-05,DCS_4519,3100,N/A,Paul Whitfield,Circuit-Phase 3,NET 30,(480) 775-7245,(480) 491-0858,Formula for Total??,DCS_14910, ,"Ultimate Shade Alternatives, I - 14910",Quote,2019-04-04,4451,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
4449,"Xicano Chop Shop, LLC","
",,,  ,,DCS_14911,2018-12-05,DCS_4727,3100,N/A,Brian C,,NET 30,(602) 284-9378,,Formula for Total??,DCS_14911, ,"Xicano Chop Shop, LLC - 14911",Quote,2019-04-04,4452,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-05,DESERT
4450,"Phoenix Pumps, Inc.","5100 S. 36th Street
",,,  ,,DCS_14912,2018-12-05,DCS_3386,956,N/A,Preston Pierce,Gila River Skid Liquid,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_14912, ,"Phoenix Pumps, Inc. - 14912",Quote,2019-04-04,4453,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4451,Goodmans Interior Structures,"
",,,  ,,DCS_14913,2018-12-05,DCS_1560,956,N/A,Chris Ganz,,,602.512.0620,602.512.0820,Formula for Total??,DCS_14913, ,Goodmans Interior Structures - 14913,Quote,2019-04-04,4454,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4452,Denali Metal Works,"450 E. Pima Street, #2
",,Phoenix,AZ,85004,DCS_14914,2018-12-05,DCS_1073,3100,N/A,Sabrina McWilliams,,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_14914, ,Denali Metal Works - 14914,Quote,2019-04-04,4455,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-02-12,DESERT
4453,"PLG, LLC","
",,,  ,,DCS_14916,2018-12-05,DCS_5103,956,,Richard Reynolds,Luminaire Assemblies,DUE ON RECEI,480-218-6104,,Formula for Total??,DCS_14916, ,"PLG, LLC - 14916",Quote,2019-04-04,4456,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-10,DESERT
4454,Finn,"1941-1945 E. Watkins St.
",,Phoenix,AZ,85034,DCS_14917,2018-12-05,DCS_1379,956,N/A,Hugh Miller,,NET 30,602-278-4672,,Formula for Total??,DCS_14917, ,Finn - 14917,Quote,2019-04-04,4457,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-05,DESERT
4455,Southwest Fabrication,"Mike Hintze
Southwest Fabrication",Southwest Fabrication,Phoenix,AZ,85027,DCS_14918,2018-12-06,DCS_4107,956,N/A,John Shipman,Bus Shelter A & B (4-6 Mils),NET 30,(623) 587-4648,(623) 492-0393,Formula for Total??,DCS_14918, ,Southwest Fabrication - 14918,Quote,2019-04-05,4458,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-01-24,DESERT
4456,Southwest Fabrication,"Mike Hintze
Southwest Fabrication",Southwest Fabrication,Phoenix,AZ,85027,DCS_14919,2018-12-06,DCS_4107,956,N/A,John Shipman,Bus Shelter A & B 6-9 Mil,NET 30,(623) 587-4648,(623) 492-0393,Formula for Total??,DCS_14919, ,Southwest Fabrication - 14919,Quote,2019-04-05,4459,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-09-24,DESERT
4457,OLT Fabrication Inc.,"Olt Inc.
",,,  ,,DCS_14920,2018-12-07,DCS_3194,3100,N/A,Mike McGinty,,NET 30,(602) 276-4841,602-276-4843,Formula for Total??,DCS_14920, ,OLT Fabrication Inc. - 14920,Quote,2019-04-06,4460,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
4458,OLT Fabrication Inc.,"Olt Inc.
",,,  ,,DCS_14921,2018-12-07,DCS_3194,3100,N/A,Mike McGinty,,NET 30,(602) 276-4841,602-276-4843,Formula for Total??,DCS_14921, ,OLT Fabrication Inc. - 14921,Quote,2019-04-06,4461,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
4459,Allred Metal Products,"
",,,  ,,DCS_14922,2018-12-07,DCS_185,3100,,Andy Reber,,NET 30,(802) 437-3048,,Formula for Total??,DCS_14922, ,Allred Metal Products - 14922,Quote,2019-04-06,4462,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
4460,"Phoenix Pumps, Inc.","5100 S. 36th Street
",,,  ,,DCS_14923,2018-12-07,DCS_3386,956,N/A,Eric Maynez,0135055,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_14923, ,"Phoenix Pumps, Inc. - 14923",Quote,2019-04-06,4463,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4461,Allred Metal Products,"
",,,  ,,DCS_14924,2018-12-07,DCS_185,3100,,Andy Reber,,NET 30,(802) 437-3048,,Formula for Total??,DCS_14924, ,Allred Metal Products - 14924,Quote,2019-04-06,4464,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
4462,Allred Metal Products,"
",,,  ,,DCS_14925,2018-12-07,DCS_185,3100,,Andy Reber,,NET 30,(802) 437-3048,,Formula for Total??,DCS_14925, ,Allred Metal Products - 14925,Quote,2019-04-06,4465,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
4463,Foot Print,"1510 N. Hobson St.
",,Gilbert,AZ,85233,DCS_14926,2018-12-07,DCS_1400,956,N/A,Deborah Tallaksen,,,480-745-7021,,Formula for Total??,DCS_14926, ,Foot Print - 14926,Quote,2019-04-06,4466,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4464,"Associated Sign Company, Inc.","
",,,  ,,DCS_14927,2018-12-07,DCS_357,956,N/A,Jason Shano,San Tan Village,NET 30,(602) 278-8464,(602) 278-8933,Formula for Total??,DCS_14927, ,"Associated Sign Company, Inc. - 14927",Quote,2019-04-06,4467,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4465,Southwest Metalsmiths,"5026 E Beverly Road
",,Phoenix,AZ,85044,DCS_14928,2018-12-07,DCS_4110,956,N/A,Tabatha Heath,,NET 30,602.438.8577,602.438.8579,Formula for Total??,DCS_14928, ,Southwest Metalsmiths - 14928,Quote,2019-04-06,4468,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4466,Milling Machine ( MMI ),"
",,,  ,,DCS_14929,2018-12-07,DCS_2999,956,N/A,Ulises Ordonez,,NET 30,480.964.9041,480.964.9707,Formula for Total??,DCS_14929, ,Milling Machine ( MMI ) - 14929,Quote,2019-04-06,4469,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4467,Allred Metal Products,"
",,,  ,,DCS_14930,2018-12-07,DCS_185,3100,,Andy Reber,,NET 30,(802) 437-3048,,Formula for Total??,DCS_14930, ,Allred Metal Products - 14930,Quote,2019-04-06,4470,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
4468,Walk In,"
",,Walk,IN,,DCS_14931,2018-12-10,DCS_4615,956,,,Ron Valenza,,,,Formula for Total??,DCS_14931, ,Walk In - 14931,Quote,2019-04-09,4471,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4469,AeroSpec Inc,"505 E. Alamo Dr.
",,Chandler,AZ,85225,DCS_14932,2018-12-10,DCS_4852,956,,Sharon Despars,,NET 30,480-892-7195,,Formula for Total??,DCS_14932, ,AeroSpec Inc - 14932,Quote,2019-04-09,4472,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4470,"Phoenix Pumps, Inc.","5100 S. 36th Street
",,,  ,,DCS_14933,2018-12-10,DCS_3386,956,N/A,Eric Maynez,0134468,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_14933, ,"Phoenix Pumps, Inc. - 14933",Quote,2019-04-09,4473,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4471,JV Driver Fabricators Inc,"1945 West Broadway Road
",,Phoenix,AZ,85041,DCS_14934,2018-12-10,DCS_2308,956,N/A,Laremy Janecek,Inverter Frames,NET 30,6022881471,,Formula for Total??,DCS_14934, ,JV Driver Fabricators Inc - 14934,Quote,2019-04-09,4474,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-10,DESERT
4472,Denali Metal Works,"450 E. Pima Street, #2
",,Phoenix,AZ,85004,DCS_14935,2018-12-10,DCS_1073,3100,N/A,Sabrina McWilliams,Liquid Option,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_14935, ,Denali Metal Works - 14935,Quote,2019-04-09,4475,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-02-12,DESERT
4473,Denali Metal Works,"450 E. Pima Street, #2
",,Phoenix,AZ,85004,DCS_14936,2018-12-10,DCS_1073,3100,N/A,Sabrina McWilliams,Powder Option,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_14936, ,Denali Metal Works - 14936,Quote,2019-04-09,4476,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-02-12,DESERT
4474,"Phoenix Pumps, Inc.","5100 S. 36th Street
",,,  ,,DCS_14937,2018-12-10,DCS_3386,956,N/A,Eric Maynez,0133569,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_14937, ,"Phoenix Pumps, Inc. - 14937",Quote,2019-04-09,4477,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4475,"Phoenix Pumps, Inc.","5100 S. 36th Street
",,,  ,,DCS_14938,2018-12-10,DCS_3386,956,N/A,Eric Maynez,0133570,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_14938, ,"Phoenix Pumps, Inc. - 14938",Quote,2019-04-09,4478,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4476,"Pima Valve, Inc","6525 W. Alison Rd.
",,Chandler,AZ,85226,DCS_14939,2018-12-11,DCS_3406,3100,N/A,,"24"" Body/Bonnet",NET 30,480-646-8456,480-646-8457,Formula for Total??,DCS_14939, ,"Pima Valve, Inc - 14939",Quote,2019-04-10,4479,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-08-12,DESERT
4477,Denali Metal Works,"450 E. Pima Street, #2
",,Phoenix,AZ,85004,DCS_14940,2018-12-12,DCS_1073,3100,N/A,Sabrina McWilliams,Cactus Wren,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_14940, ,Denali Metal Works - 14940,Quote,2019-04-11,4480,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-02-12,DESERT
4478,"Phoenix Pumps, Inc.","5100 S. 36th Street
",,,  ,,DCS_14941,2018-12-13,DCS_3386,956,N/A,Eric Maynez,0134832,NET 30,602-232-2994,602-232-2996,Formula for Total??,DCS_14941, ,"Phoenix Pumps, Inc. - 14941",Quote,2019-04-12,4481,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4479,Denali Metal Works,"450 E. Pima Street, #2
",,Phoenix,AZ,85004,DCS_14942,2018-12-13,DCS_1073,3100,N/A,Sabrina McWilliams,,DUE ON RECEI,602.606.7658,602-606-7517,Formula for Total??,DCS_14942, ,Denali Metal Works - 14942,Quote,2019-04-12,4482,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2020-02-12,DESERT
4480,Carbon Footprint,"920 East Madison Street
Suite 100",Suite 100,Phoenix,AZ,85023,DCS_14943,2018-12-13,DCS_665,3100,N/A,Jamie Cowgill,,DUE ON RECEI,602-812-4337,,Formula for Total??,DCS_14943, ,Carbon Footprint - 14943,Quote,2019-04-12,4483,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-13,DESERT
4481,"K.T. Fabrication, Inc","501 E. Comstock Drive
",,Chandler,AZ,85225,DCS_14944,2018-12-13,DCS_2450,3100,N/A,Nathan Glidden,L-Angles,NET 30,(480) 497-3140,(480) 497-3158,Formula for Total??,DCS_14944, ,"K.T. Fabrication, Inc - 14944",Quote,2019-04-12,4484,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4482,AMMC Industries,"
",,,  ,,DCS_14945,2018-12-14,DCS_5116,3100,,Sheldon Squirrell,,,,,Formula for Total??,DCS_14945, ,AMMC Industries - 14945,Quote,2019-04-13,4485,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-17,DESERT
4483,R.J. Ruff & CO.,"3883 West Lower Buckeye Rd
",,Phoenix,AZ,85009,DCS_14946,2018-12-14,DCS_3680,3100,N/A,Ryan Ruff,,DUE ON RECEI,602.278.5581,602.269.2632,Formula for Total??,DCS_14946, ,R.J. Ruff & CO. - 14946,Quote,2019-04-13,4486,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2022-11-10,DESERT
4484,AMMC Industries,"
",,,  ,,DCS_14947,2018-12-17,DCS_5116,3100,,Sheldon Squirrell,Vinyl Ester Epoxy,,,,Formula for Total??,DCS_14947, ,AMMC Industries - 14947,Quote,2019-04-16,4487,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-17,DESERT
4485,Forms+Surfaces,"
",,,  ,,DCS_14948,2018-12-17,DCS_1401,956,N/A,Khoi Nguyen,,NET 30,480-207-3901,(412) 781-7840,Formula for Total??,DCS_14948, ,Forms+Surfaces - 14948,Quote,2019-04-16,4488,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2019-10-22,DESERT
4486,K-Zell Metals,"1725 E. Broadway Rd.
",,Phoenix,AZ,85040,DCS_14949,2018-12-18,DCS_2313,3100,N/A,Shane Wiswell,,NET 30,602-232-5882,602-243-9705,Formula for Total??,DCS_14949, ,K-Zell Metals - 14949,Quote,2019-04-17,4489,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4487,Southwest Metalsmiths,"5026 E Beverly Road
",,Phoenix,AZ,85044,DCS_14950,2018-12-18,DCS_4110,956,N/A,Dennis Oleary,Pans,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_14950, ,Southwest Metalsmiths - 14950,Quote,2019-04-17,4490,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-18,DESERT
4488,Southwest Metalsmiths,"5026 E Beverly Road
",,Phoenix,AZ,85044,DCS_14951,2018-12-18,DCS_4110,956,N/A,Erika Scott,Lower Fins,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_14951, ,Southwest Metalsmiths - 14951,Quote,2019-04-17,4491,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-19,DESERT
4489,"K.T. Fabrication, Inc","501 E. Comstock Drive
",,Chandler,AZ,85225,DCS_14953,2018-12-19,DCS_2450,956,N/A,Nathan Glidden,Aluminum Railing,NET 30,(480) 497-3140,(480) 497-3158,Formula for Total??,DCS_14953, ,"K.T. Fabrication, Inc - 14953",Quote,2019-04-18,4492,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-19,DESERT
4490,Skyline Steel Inc,"
",,,  ,,DCS_14954,2018-12-19,DCS_4066,3100,,,JMPC,DUE ON RECEI,480-420-2044,,Formula for Total??,DCS_14954, ,Skyline Steel Inc - 14954,Quote,2019-04-18,4493,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2021-12-20,DESERT
4491,JV Driver Fabricators Inc,"1945 West Broadway Road
",,Phoenix,AZ,85041,DCS_14955,2018-12-19,DCS_2308,956,N/A,Laremy Janecek,Zinc Powder,NET 30,6022881471,,Formula for Total??,DCS_14955, ,JV Driver Fabricators Inc - 14955,Quote,2019-04-18,4494,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,2018-12-19,DESERT
4492,JV Driver Fabricators Inc,"1945 West Broadway Road
",,Phoenix,AZ,85041,DCS_14956,2018-12-19,DCS_2308,956,N/A,Laremy Janecek,Vinyl Ester Epoxy,NET 30,6022881471,,Formula for Total??,DCS_14956, ,JV Driver Fabricators Inc - 14956,Quote,2019-04-18,4495,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
4493,Southwest Metalsmiths,"5026 E Beverly Road
",,Phoenix,AZ,85044,DCS_14958,2018-12-19,DCS_4110,956,N/A,Erika Scott,Upper Fins,NET 30,(602) 438-8577,(602) 438-8579,Formula for Total??,DCS_14958, ,Southwest Metalsmiths - 14958,Quote,2019-04-18,4496,Y,2023-04-14 08:43:15.983,DCS_Quote.csv,,DESERT
